Unit Serial No : 240-LV0P465-EU
Integration Time : 249 ms
Time Average: 11
Binning Average: 0
FFT Smoothing: 0%
Project Name : Project Name
Sample Name : Sample Name
Measurement No : 1
Measurement Time : 09/18/2007   09:27:23

Wavelength(nm)	Wavenumber(1/cm)	Intensity(Counts)
692.5000      	14440.4332    	3091.18188    
693.0000      	14430.0144    	2690.27271    
693.5000      	14419.6107    	2535.54541    
694.0000      	14409.2219    	2852.45459    
694.5000      	14398.8481    	2563.90918    
695.0000      	14388.4892    	2533.63647    
695.5000      	14378.1452    	2513.81812    
696.0000      	14367.8161    	2350.27271    
696.5000      	14357.5018    	2665.45459    
697.0000      	14347.2023    	2510.18188    
697.5000      	14336.9176    	2548.54541    
698.0000      	14326.6476    	2693.00000    
698.5000      	14316.3923    	2624.81812    
699.0000      	14306.1516    	2604.18188    
699.5000      	14295.9257    	2578.81812    
700.0000      	14285.7143    	2515.54541    
700.5000      	14275.5175    	2644.36353    
701.0000      	14265.3352    	2960.81812    
701.5000      	14255.1675    	2444.63647    
702.0000      	14245.0142    	2541.63647    
702.5000      	14234.8754    	2452.72729    
703.0000      	14224.7511    	2396.18188    
703.5000      	14214.6411    	2375.54541    
704.0000      	14204.5455    	2203.54541    
704.5000      	14194.4642    	2593.00000    
705.0000      	14184.3972    	2623.00000    
705.5000      	14174.3444    	2523.09082    
706.0000      	14164.3059    	2769.09082    
706.5000      	14154.2817    	2750.36353    
707.0000      	14144.2716    	2623.63647    
707.5000      	14134.2756    	2490.54541    
708.0000      	14124.2938    	2420.18188    
708.5000      	14114.3260    	2420.90918    
709.0000      	14104.3724    	2615.45459    
709.5000      	14094.4327    	2970.90918    
710.0000      	14084.5070    	2527.09082    
710.5000      	14074.5954    	2590.72729    
711.0000      	14064.6976    	2701.54541    
711.5000      	14054.8138    	2721.45459    
712.0000      	14044.9438    	2627.09082    
712.5000      	14035.0877    	2671.90918    
713.0000      	14025.2454    	2517.45459    
713.5000      	14015.4170    	2932.81812    
714.0000      	14005.6022    	2705.45459    
714.5000      	13995.8013    	2927.81812    
715.0000      	13986.0140    	2382.63647    
715.5000      	13976.2404    	2516.00000    
716.0000      	13966.4804    	2668.72729    
716.5000      	13956.7341    	2603.27271    
717.0000      	13947.0014    	2611.81812    
717.5000      	13937.2822    	2492.63647    
718.0000      	13927.5766    	2608.00000    
718.5000      	13917.8845    	2613.90918    
719.0000      	13908.2058    	2522.00000    
719.5000      	13898.5407    	2602.45459    
720.0000      	13888.8889    	2793.81812    
720.5000      	13879.2505    	2634.54541    
721.0000      	13869.6255    	2515.27271    
721.5000      	13860.0139    	2489.81812    
722.0000      	13850.4155    	2537.36353    
722.5000      	13840.8304    	2129.45459    
723.0000      	13831.2586    	2440.00000    
723.5000      	13821.7001    	2383.45459    
724.0000      	13812.1547    	2281.00000    
724.5000      	13802.6225    	2297.45459    
725.0000      	13793.1034    	2532.54541    
725.5000      	13783.5975    	2505.54541    
726.0000      	13774.1047    	2400.72729    
726.5000      	13764.6249    	2602.00000    
727.0000      	13755.1582    	2403.36353    
727.5000      	13745.7045    	2461.00000    
728.0000      	13736.2637    	2563.36353    
728.5000      	13726.8360    	2565.54541    
729.0000      	13717.4211    	2654.81812    
729.5000      	13708.0192    	2600.63647    
730.0000      	13698.6301    	2613.27271    
730.5000      	13689.2539    	2591.45459    
731.0000      	13679.8906    	2674.27271    
731.5000      	13670.5400    	2579.09082    
732.0000      	13661.2022    	2504.36353    
732.5000      	13651.8771    	2704.00000    
733.0000      	13642.5648    	2496.81812    
733.5000      	13633.2652    	2735.72729    
734.0000      	13623.9782    	2690.00000    
734.5000      	13614.7039    	2435.81812    
735.0000      	13605.4422    	2684.27271    
735.5000      	13596.1931    	2478.27271    
736.0000      	13586.9565    	2583.90918    
736.5000      	13577.7325    	2747.27271    
737.0000      	13568.5210    	2652.09082    
737.5000      	13559.3220    	2467.45459    
738.0000      	13550.1355    	2515.00000    
738.5000      	13540.9614    	2420.63647    
739.0000      	13531.7997    	2292.36353    
739.5000      	13522.6504    	2388.54541    
740.0000      	13513.5135    	2418.90918    
740.5000      	13504.3889    	2211.36353    
741.0000      	13495.2767    	2486.09082    
741.5000      	13486.1767    	2812.54541    
742.0000      	13477.0889    	2941.18188    
742.5000      	13468.0135    	2369.00000    
743.0000      	13458.9502    	2460.81812    
743.5000      	13449.8991    	2512.00000    
744.0000      	13440.8602    	2464.09082    
744.5000      	13431.8334    	2669.36353    
745.0000      	13422.8188    	2521.81812    
745.5000      	13413.8162    	2291.27271    
746.0000      	13404.8257    	2324.36353    
746.5000      	13395.8473    	2547.54541    
747.0000      	13386.8809    	2379.63647    
747.5000      	13377.9264    	2603.27271    
748.0000      	13368.9840    	2410.45459    
748.5000      	13360.0534    	2502.54541    
749.0000      	13351.1348    	2423.27271    
749.5000      	13342.2282    	2353.54541    
750.0000      	13333.3333    	2382.72729    
750.5000      	13324.4504    	2526.09082    
751.0000      	13315.5792    	2650.27271    
751.5000      	13306.7199    	2752.72729    
752.0000      	13297.8723    	2854.45459    
752.5000      	13289.0365    	2897.54541    
753.0000      	13280.2125    	3020.54541    
753.5000      	13271.4001    	2740.36353    
754.0000      	13262.5995    	2536.81812    
754.5000      	13253.8105    	2724.36353    
755.0000      	13245.0331    	2604.27271    
755.5000      	13236.2674    	2501.72729    
756.0000      	13227.5132    	2585.45459    
756.5000      	13218.7707    	2721.72729    
757.0000      	13210.0396    	2552.27271    
757.5000      	13201.3201    	2525.45459    
758.0000      	13192.6121    	2653.81812    
758.5000      	13183.9156    	2696.54541    
759.0000      	13175.2306    	2882.45459    
759.5000      	13166.5569    	2423.72729    
760.0000      	13157.8947    	2572.90918    
760.5000      	13149.2439    	2889.72729    
761.0000      	13140.6045    	2370.00000    
761.5000      	13131.9764    	2792.81812    
762.0000      	13123.3596    	2580.45459    
762.5000      	13114.7541    	2491.90918    
763.0000      	13106.1599    	2512.45459    
763.5000      	13097.5769    	2619.36353    
764.0000      	13089.0052    	2536.36353    
764.5000      	13080.4447    	2289.81812    
765.0000      	13071.8954    	2367.27271    
765.5000      	13063.3573    	2565.81812    
766.0000      	13054.8303    	2637.81812    
766.5000      	13046.3144    	2692.18188    
767.0000      	13037.8096    	2570.81812    
767.5000      	13029.3160    	2227.63647    
768.0000      	13020.8333    	2560.00000    
768.5000      	13012.3617    	2740.27271    
769.0000      	13003.9012    	2669.27271    
769.5000      	12995.4516    	2692.09082    
770.0000      	12987.0130    	2625.45459    
770.5000      	12978.5853    	2528.36353    
771.0000      	12970.1686    	2718.63647    
771.5000      	12961.7628    	2985.81812    
772.0000      	12953.3679    	2517.18188    
772.5000      	12944.9838    	2519.18188    
773.0000      	12936.6106    	2583.00000    
773.5000      	12928.2482    	2635.63647    
774.0000      	12919.8966    	2635.72729    
774.5000      	12911.5558    	2485.36353    
775.0000      	12903.2258    	2568.27271    
775.5000      	12894.9065    	2619.81812    
776.0000      	12886.5979    	2553.27271    
776.5000      	12878.3001    	2494.81812    
777.0000      	12870.0129    	2519.27271    
777.5000      	12861.7363    	2338.63647    
778.0000      	12853.4704    	2500.00000    
778.5000      	12845.2152    	2832.90918    
779.0000      	12836.9705    	2716.09082    
779.5000      	12828.7364    	2765.18188    
780.0000      	12820.5128    	2428.72729    
780.5000      	12812.2998    	2370.00000    
781.0000      	12804.0973    	2489.45459    
781.5000      	12795.9053    	2657.81812    
782.0000      	12787.7238    	2647.72729    
782.5000      	12779.5527    	2462.81812    
783.0000      	12771.3921    	2367.09082    
783.5000      	12763.2419    	2463.90918    
784.0000      	12755.1020    	2350.81812    
784.5000      	12746.9726    	2801.72729    
785.0000      	12738.8535    	2517.45459    
785.5000      	12730.7447    	2533.18188    
786.0000      	12722.6463    	2459.18188    
786.5000      	12714.5582    	2443.36353    
787.0000      	12706.4803    	2750.45459    
787.5000      	12698.4127    	2562.27271    
788.0000      	12690.3553    	2889.81812    
788.5000      	12682.3082    	2596.72729    
789.0000      	12674.2712    	2689.36353    
789.5000      	12666.2445    	2572.90918    
790.0000      	12658.2278    	2510.18188    
790.5000      	12650.2214    	2526.90918    
791.0000      	12642.2250    	2432.36353    
791.5000      	12634.2388    	2518.54541    
792.0000      	12626.2626    	2668.63647    
792.5000      	12618.2965    	2576.18188    
793.0000      	12610.3405    	2470.90918    
793.5000      	12602.3945    	2395.36353    
794.0000      	12594.4584    	2697.45459    
794.5000      	12586.5324    	2678.81812    
795.0000      	12578.6164    	2728.90918    
795.5000      	12570.7102    	2670.09082    
796.0000      	12562.8141    	2442.09082    
796.5000      	12554.9278    	2432.27271    
797.0000      	12547.0514    	2649.72729    
797.5000      	12539.1850    	2542.45459    
798.0000      	12531.3283    	2569.81812    
798.5000      	12523.4815    	2435.36353    
799.0000      	12515.6446    	2364.90918    
799.5000      	12507.8174    	2631.81812    
800.0000      	12500.0000    	2827.00000    
